country,date,confirmed_cases,deaths,recovered,mortality_rate,recovery_rate,month
Argentina,2020-01-22,0,0,0,0.0,0.0,1
Argentina,2020-01-23,0,0,0,0.0,0.0,1
Argentina,2020-01-24,0,0,0,0.0,0.0,1
Argentina,2020-01-25,0,0,0,0.0,0.0,1
Argentina,2020-01-26,0,0,0,0.0,0.0,1
Argentina,2020-01-27,0,0,0,0.0,0.0,1
Argentina,2020-01-28,0,0,0,0.0,0.0,1
Argentina,2020-01-29,0,0,0,0.0,0.0,1
Argentina,2020-01-30,0,0,0,0.0,0.0,1
Argentina,2020-01-31,0,0,0,0.0,0.0,1
Argentina,2020-02-01,0,0,0,0.0,0.0,2
Argentina,2020-02-02,0,0,0,0.0,0.0,2
Argentina,2020-02-03,0,0,0,0.0,0.0,2
Argentina,2020-02-04,0,0,0,0.0,0.0,2
Argentina,2020-02-05,0,0,0,0.0,0.0,2
Argentina,2020-02-06,0,0,0,0.0,0.0,2
Argentina,2020-02-07,0,0,0,0.0,0.0,2
Argentina,2020-02-08,0,0,0,0.0,0.0,2
Argentina,2020-02-09,0,0,0,0.0,0.0,2
Argentina,2020-02-10,0,0,0,0.0,0.0,2
Argentina,2020-02-11,0,0,0,0.0,0.0,2
Argentina,2020-02-12,0,0,0,0.0,0.0,2
Argentina,2020-02-13,0,0,0,0.0,0.0,2
Argentina,2020-02-14,0,0,0,0.0,0.0,2
Argentina,2020-02-15,0,0,0,0.0,0.0,2
Argentina,2020-02-16,0,0,0,0.0,0.0,2
Argentina,2020-02-17,0,0,0,0.0,0.0,2
Argentina,2020-02-18,0,0,0,0.0,0.0,2
Argentina,2020-02-19,0,0,0,0.0,0.0,2
Argentina,2020-02-20,0,0,0,0.0,0.0,2
Argentina,2020-02-21,0,0,0,0.0,0.0,2
Argentina,2020-02-22,0,0,0,0.0,0.0,2
Argentina,2020-02-23,0,0,0,0.0,0.0,2
Argentina,2020-02-24,0,0,0,0.0,0.0,2
Argentina,2020-02-25,0,0,0,0.0,0.0,2
Argentina,2020-02-26,0,0,0,0.0,0.0,2
Argentina,2020-02-27,0,0,0,0.0,0.0,2
Argentina,2020-02-28,0,0,0,0.0,0.0,2
Argentina,2020-02-29,0,0,0,0.0,0.0,2
Argentina,2020-03-01,0,0,0,0.0,0.0,3
Argentina,2020-03-02,0,0,0,0.0,0.0,3
Argentina,2020-03-03,1,0,0,0.0,0.0,3
Argentina,2020-03-04,1,0,0,0.0,0.0,3
Argentina,2020-03-05,1,0,0,0.0,0.0,3
Argentina,2020-03-06,2,0,0,0.0,0.0,3
Argentina,2020-03-07,8,0,0,0.0,0.0,3
Argentina,2020-03-08,12,1,0,8.333333333333332,0.0,3
Argentina,2020-03-09,12,1,0,8.333333333333332,0.0,3
Argentina,2020-03-10,17,1,0,5.88235294117647,0.0,3
Argentina,2020-03-11,19,1,0,5.263157894736842,0.0,3
Argentina,2020-03-12,19,1,0,5.263157894736842,0.0,3
Argentina,2020-03-13,31,2,0,6.451612903225806,0.0,3
Argentina,2020-03-14,34,2,1,5.88235294117647,2.941176470588235,3
Argentina,2020-03-15,45,2,1,4.444444444444445,2.2222222222222223,3
Argentina,2020-03-16,56,2,1,3.571428571428571,1.7857142857142856,3
Argentina,2020-03-17,68,2,3,2.941176470588235,4.411764705882353,3
Argentina,2020-03-18,79,2,3,2.5316455696202533,3.79746835443038,3
Argentina,2020-03-19,97,3,3,3.0927835051546393,3.0927835051546393,3
Argentina,2020-03-20,128,3,3,2.34375,2.34375,3
Argentina,2020-03-21,158,4,3,2.5316455696202533,1.89873417721519,3
Argentina,2020-03-22,266,4,3,1.5037593984962405,1.1278195488721803,3
Argentina,2020-03-23,301,4,3,1.3289036544850499,0.9966777408637874,3
Argentina,2020-03-24,387,6,52,1.550387596899225,13.436692506459949,3
Argentina,2020-03-25,387,8,52,2.0671834625323,13.436692506459949,3
Argentina,2020-03-26,502,9,63,1.7928286852589643,12.549800796812749,3
Argentina,2020-03-27,589,13,72,2.2071307300509337,12.224108658743633,3
Argentina,2020-03-28,690,18,72,2.608695652173913,10.434782608695652,3
Argentina,2020-03-29,745,19,72,2.5503355704697985,9.664429530201343,3
Argentina,2020-03-30,820,23,228,2.804878048780488,27.80487804878049,3
Argentina,2020-03-31,1054,27,240,2.5616698292220113,22.770398481973434,3
Argentina,2020-04-01,1054,28,248,2.6565464895635675,23.52941176470588,4
Argentina,2020-04-02,1133,36,256,3.1774051191526915,22.594880847308033,4
Argentina,2020-04-03,1265,39,266,3.08300395256917,21.027667984189723,4
Argentina,2020-04-04,1451,43,279,2.963473466574776,19.228118538938663,4
Argentina,2020-04-05,1451,44,280,3.0323914541695385,19.297036526533425,4
Argentina,2020-04-06,1554,48,325,3.088803088803089,20.91377091377091,4
Argentina,2020-04-07,1628,56,338,3.43980343980344,20.76167076167076,4
Argentina,2020-04-08,1715,63,358,3.6734693877551026,20.87463556851312,4
Argentina,2020-04-09,1795,72,365,4.011142061281337,20.334261838440113,4
Argentina,2020-04-10,1975,82,375,4.151898734177215,18.9873417721519,4
Argentina,2020-04-11,1975,83,440,4.2025316455696204,22.278481012658226,4
Argentina,2020-04-12,2142,90,468,4.201680672268908,21.84873949579832,4
Argentina,2020-04-13,2208,97,515,4.393115942028985,23.32427536231884,4
Argentina,2020-04-14,2277,102,559,4.479578392621871,24.549846288976724,4
Argentina,2020-04-15,2443,111,596,4.543593941874744,24.396234138354483,4
Argentina,2020-04-16,2571,115,631,4.472967716841696,24.54297938545313,4
Argentina,2020-04-17,2669,123,666,4.608467590857999,24.953165979767704,4
Argentina,2020-04-18,2758,129,685,4.677302393038434,24.83683828861494,4
Argentina,2020-04-19,2839,132,709,4.6495244804508635,24.973582247270166,4
Argentina,2020-04-20,2941,136,737,4.624277456647398,25.059503570214215,4
Argentina,2020-04-21,3031,147,840,4.849884526558892,27.713625866050805,4
Argentina,2020-04-22,3144,152,872,4.8346055979643765,27.735368956743002,4
Argentina,2020-04-23,3435,165,919,4.8034934497816595,26.754002911208154,4
Argentina,2020-04-24,3607,176,976,4.879401164402551,27.058497366232327,4
Argentina,2020-04-25,3780,185,1030,4.894179894179894,27.24867724867725,4
Argentina,2020-04-26,3892,192,1107,4.933196300102774,28.442959917780065,4
Argentina,2020-04-27,4003,197,1140,4.921309018236323,28.478641019235575,4
Argentina,2020-04-28,4127,207,1162,5.01574993942331,28.15604555367095,4
Argentina,2020-04-29,4285,214,1192,4.994165694282381,27.81796966161027,4
Argentina,2020-04-30,4428,218,1256,4.923215898825655,28.36495031616983,4
Argentina,2020-05-01,4532,225,1292,4.964695498676082,28.508384819064432,5
Argentina,2020-05-02,4681,237,1320,5.063020722067934,28.199102755821404,5
Argentina,2020-05-03,4783,246,1354,5.143215555090947,28.308592933305455,5
Argentina,2020-05-04,4887,260,1442,5.3202373644362595,29.50685492121956,5
Argentina,2020-05-05,5020,264,1472,5.2589641434262955,29.322709163346612,5
Argentina,2020-05-06,5208,273,1524,5.241935483870968,29.262672811059907,5
Argentina,2020-05-07,5371,282,1601,5.2504189164029045,29.808229380003727,5
Argentina,2020-05-08,5611,293,1659,5.221885581892711,29.56692211726965,5
Argentina,2020-05-09,5776,300,1728,5.193905817174515,29.916897506925206,5
Argentina,2020-05-10,6034,305,1757,5.0546900894928735,29.118329466357306,5
Argentina,2020-05-11,6278,314,1837,5.0015928639694165,29.260911118190506,5
Argentina,2020-05-12,6563,319,1862,4.86058205089136,28.371171720249887,5
Argentina,2020-05-13,6879,329,2266,4.782671899985463,32.94083442360808,5
Argentina,2020-05-14,7134,353,2385,4.948135688253434,33.43145500420521,5
Argentina,2020-05-15,7479,356,2497,4.759994651691402,33.386816419307394,5
Argentina,2020-05-16,7805,363,2534,4.650864830237027,32.46636771300449,5
Argentina,2020-05-17,8068,373,2569,4.623202776400595,31.841844323252356,5
Argentina,2020-05-18,8371,382,2625,4.5633735515470075,31.35826066180862,5
Argentina,2020-05-19,8809,393,2872,4.461346350323533,32.603019639005566,5
Argentina,2020-05-20,9283,403,2933,4.341268986319078,31.595389421523212,5
Argentina,2020-05-21,9931,416,3032,4.188903433692478,30.5306615647971,5
Argentina,2020-05-22,10649,433,3062,4.066109493849187,28.753873603155228,5
Argentina,2020-05-23,11353,445,3530,3.919668810006166,31.093103144543292,5
Argentina,2020-05-24,12076,452,3732,3.742961245445512,30.90427293805896,5
Argentina,2020-05-25,12628,467,3999,3.6981311371555274,31.66772252138106,5
Argentina,2020-05-26,13228,484,4167,3.658905352283036,31.5013607499244,5
Argentina,2020-05-27,13933,500,4349,3.5886025981482814,31.213665398693745,5
Argentina,2020-05-28,14702,508,4617,3.4553122024214393,31.403890627125563,5
Argentina,2020-05-29,15419,520,4788,3.372462546209223,31.052597444711072,5
Argentina,2020-05-30,16214,528,4788,3.2564450474898234,29.530035771555447,5
Argentina,2020-05-31,16851,539,5336,3.1986232271081834,31.665776511779715,5
Argentina,2020-06-01,17415,556,5521,3.192650014355441,31.70255526844674,6
Argentina,2020-06-02,18319,569,5709,3.1060647415251923,31.1643648670779,6
Argentina,2020-06-03,19268,583,5896,3.0257421631720987,30.59995848038198,6
Argentina,2020-06-04,20197,608,5993,3.0103480714957667,29.67272367183245,6
Argentina,2020-06-05,21037,632,6088,3.004230641251129,28.939487569520367,6
Argentina,2020-06-06,22020,648,6180,2.9427792915531334,28.065395095367844,6
Argentina,2020-06-07,22794,664,6909,2.9130472931473195,30.31060805475125,6
Argentina,2020-06-08,23620,693,7305,2.9339542760372566,30.927180355630824,6
Argentina,2020-06-09,24761,717,7568,2.8956827268688663,30.56419369169258,6
Argentina,2020-06-10,25987,735,7991,2.8283372455458498,30.749990379805286,6
Argentina,2020-06-11,27373,765,8332,2.7947247287473056,30.43875351623863,6
Argentina,2020-06-12,28764,785,8743,2.7291058267278543,30.395633430677236,6
Argentina,2020-06-13,30295,815,9083,2.6902129064202014,29.981845188975075,6
Argentina,2020-06-14,31577,833,9564,2.637996009753935,30.2878677518447,6
Argentina,2020-06-15,32785,854,9891,2.6048497788622846,30.1692847338722,6
Argentina,2020-06-16,34159,878,10174,2.5703328551772593,29.784244269445825,6
Argentina,2020-06-17,35552,913,10512,2.568069306930693,29.567956795679567,6
Argentina,2020-06-18,37510,948,10721,2.52732604638763,28.58171154358838,6
Argentina,2020-06-19,39570,979,11851,2.4740965377811475,29.949456659085165,6
Argentina,2020-06-20,41204,992,12206,2.4075332491991066,29.62333754004466,6
Argentina,2020-06-21,42785,1011,12728,2.3629776790931403,29.748743718592962,6
Argentina,2020-06-22,44931,1043,13153,2.3213371614252964,29.273775344416997,6
Argentina,2020-06-23,47203,1078,13576,2.2837531512827574,28.760883842128678,6
Argentina,2020-06-24,49851,1116,13816,2.238671240296082,27.714589476640388,6
Argentina,2020-06-25,52457,1150,14788,2.1922717654459842,28.190708580361058,6
Argentina,2020-06-26,55343,1184,18416,2.1393852881123174,33.276114413746996,6
Argentina,2020-06-27,57744,1207,19143,2.090260459961208,33.15149625935162,6
Argentina,2020-06-28,59933,1232,20134,2.055628785477116,33.594180167854105,6
Argentina,2020-06-29,62268,1280,21138,2.05563050041755,33.946810560801694,6
Argentina,2020-06-30,64530,1307,22028,2.025414535874787,34.13606074693941,6
Argentina,2020-07-01,67197,1351,23040,2.010506421417623,34.28724496629314,7
Argentina,2020-07-02,69941,1385,24186,1.9802404884116613,34.580575056118725,7
Argentina,2020-07-03,72786,1437,25224,1.9742807682796144,34.65501607451982,7
Argentina,2020-07-04,75376,1481,25930,1.9648163871789428,34.40087030354489,7
Argentina,2020-07-05,77815,1507,27597,1.9366446057957978,35.46488466234017,7
Argentina,2020-07-06,80447,1582,28531,1.966512113565453,35.4655860380126,7
Argentina,2020-07-07,83426,1644,30095,1.9706086831443437,36.07388583894709,7
Argentina,2020-07-08,87030,1694,36502,1.9464552453177064,41.94185912903596,7
Argentina,2020-07-09,90693,1720,38313,1.8965079995148466,42.244715689193214,7
Argentina,2020-07-10,94060,1774,38984,1.8860301934935146,41.44588560493302,7
Argentina,2020-07-11,97509,1810,41408,1.8562389112799844,42.465823667558894,7
Argentina,2020-07-12,100166,1845,42694,1.8419423756564104,42.623245412615056,7
Argentina,2020-07-13,103265,1903,44173,1.842831549895899,42.77635210381058,7
Argentina,2020-07-14,106910,1968,45467,1.840800673463661,42.528294827424936,7
Argentina,2020-07-15,111146,2050,47298,1.8444208518525185,42.554837780936786,7
Argentina,2020-07-16,114783,2112,49120,1.8399937272941116,42.79379350600699,7
Argentina,2020-07-17,119301,2178,49780,1.825634319913496,41.72638955247651,7
Argentina,2020-07-18,122524,2220,52607,1.8118899154451373,42.9360778296497,7
Argentina,2020-07-19,126755,2260,54105,1.7829671413356476,42.68470671768372,7
Argentina,2020-07-20,130774,2373,55913,1.8145808799914356,42.755440683928,7
Argentina,2020-07-21,136118,2490,58598,1.8292951703668874,43.04941300930075,7
Argentina,2020-07-22,141900,2588,60531,1.8238195912614517,42.65750528541226,7
Argentina,2020-07-23,148027,2702,62815,1.8253426739716403,42.434826079026124,7
Argentina,2020-07-24,153520,2807,65447,1.8284262636789994,42.63092756644086,7
Argentina,2020-07-25,158334,2893,68022,1.827150201472836,42.96108226912729,7
Argentina,2020-07-26,162526,2939,70518,1.808326052446993,43.38875010767508,7
Argentina,2020-07-27,167416,3059,72575,1.827184976346347,43.35009795957376,7
Argentina,2020-07-28,173355,3179,75083,1.8338092353840385,43.31170142193764,7
Argentina,2020-07-29,178996,3288,77855,1.8369125567051776,43.495385371740156,7
Argentina,2020-07-30,185373,3441,80596,1.856257383761389,43.47774487115168,7
Argentina,2020-07-31,191302,3543,83780,1.8520454569215166,43.794628388621135,7
Argentina,2020-08-01,196543,3596,86499,1.8296250693232523,44.01021659382425,8
Argentina,2020-08-02,201919,3648,89026,1.8066650488562246,44.08995686389097,8
Argentina,2020-08-03,206743,3813,91302,1.8443187919300774,44.162075620456314,8
Argentina,2020-08-04,213535,3979,94129,1.8633947596412765,44.08129814784461,8
Argentina,2020-08-05,220682,4106,96948,1.8605957894164453,43.931086359558094,8
Argentina,2020-08-06,228195,4251,99852,1.8628804312101492,43.75731282455794,8
Argentina,2020-08-07,235677,4411,103297,1.8716293910733757,43.82990279068386,8
Argentina,2020-08-08,241811,4523,108242,1.870469085360054,44.76305875249679,8
Argentina,2020-08-09,246499,4606,108242,1.8685674181234,43.91174000705885,8
Argentina,2020-08-10,253868,4764,108242,1.8765657743394206,42.63711850252888,8
Argentina,2020-08-11,260911,5004,181389,1.9178953742847178,69.52140768307967,8
Argentina,2020-08-12,268574,5213,187283,1.9409920543313945,69.73236426459746,8
Argentina,2020-08-13,276072,5362,192434,1.942246950070996,69.70428004288736,8
Argentina,2020-08-14,282437,5527,199005,1.9568965822466602,70.45996098244919,8
Argentina,2020-08-15,289100,5637,205697,1.949844344517468,71.15081286751989,8
Argentina,2020-08-16,294569,5703,211702,1.9360489392977538,71.86839076752815,8
Argentina,2020-08-17,299126,5814,217850,1.9436625368573779,72.82884135782245,8
Argentina,2020-08-18,305966,6048,223531,1.9766902204820143,73.05746390121777,8
Argentina,2020-08-19,312659,6330,228725,2.0245698988354723,73.15477884852187,8
Argentina,2020-08-20,320884,6517,233651,2.0309519951134987,72.8147866518742,8
Argentina,2020-08-21,329043,6730,239806,2.045325383004653,72.87983637396937,8
Argentina,2020-08-22,336802,6848,245781,2.0332420828854936,72.97492295176394,8
Argentina,2020-08-23,342154,6985,251400,2.041478398615828,73.47568638683167,8
Argentina,2020-08-24,350867,7366,256789,2.0993709867271644,73.18699108209094,8
Argentina,2020-08-25,359638,7563,263202,2.1029479643419218,73.18525850994611,8
Argentina,2020-08-26,370188,7839,268801,2.117572692793932,72.61202416069673,8
Argentina,2020-08-27,380292,8050,274458,2.1167944632019604,72.17033227099176,8
Argentina,2020-08-28,392009,8271,280165,2.109900537997852,71.469022394894,8
Argentina,2020-08-29,401239,8353,287220,2.0818016194836493,71.58327081863926,8
Argentina,2020-08-30,408426,8457,294007,2.0706321340952827,71.98537801217356,8
Argentina,2020-08-31,417735,8660,301195,2.0730846110572494,72.10193064981387,8
Argentina,2020-09-01,428239,8919,308376,2.082715492984058,72.01025595520258,9
Argentina,2020-09-02,439172,9118,315530,2.0761797200185805,71.84656581020647,9
Argentina,2020-09-03,451198,9361,322461,2.0746989126724853,71.46773700238033,9
Argentina,2020-09-04,461882,9623,331621,2.0834325650274312,71.79777518933406,9
Argentina,2020-09-05,471806,9739,340381,2.0641958771189852,72.14427116229976,9
Argentina,2020-09-06,478792,9859,349132,2.0591405036007284,72.91934702334207,9
Argentina,2020-09-07,488007,10129,357388,2.0755849813629723,73.2341954111314,9
Argentina,2020-09-08,500034,10405,366590,2.08085850162189,73.31301471499938,9
Argentina,2020-09-09,512293,10658,382490,2.0804500549490235,74.66235142779621,9
Argentina,2020-09-10,524198,10907,390098,2.0807023300355976,74.41806340352309,9
Argentina,2020-09-11,535705,11148,400121,2.080996070598557,74.69054796949813,9
Argentina,2020-09-12,546481,11263,409771,2.06100486567694,74.983576739173,9
Argentina,2020-09-13,555537,11352,419513,2.043428250503567,75.51486219639736,9
Argentina,2020-09-14,565446,11667,428953,2.063327002047941,75.86100175790438,9
Argentina,2020-09-15,577338,11852,438883,2.052870242388341,76.01838091378015,9
Argentina,2020-09-16,589012,12116,448263,2.0570039320081763,76.10422198529062,9
Argentina,2020-09-17,601713,12460,456347,2.0707546621063533,75.84130640355119,9
Argentina,2020-09-18,613658,12656,467286,2.0623865410375157,76.14762620221687,9
Argentina,2020-09-19,622934,12799,478077,2.0546317908478264,76.74601161599784,9
Argentina,2020-09-20,631365,13053,488231,2.0674253403340384,77.32943701345498,9
Argentina,2020-09-21,640147,13482,508563,2.1060787600348045,79.44472129057857,9
Argentina,2020-09-22,652174,13952,517228,2.1393063814258158,79.30828275889563,9
Argentina,2020-09-23,664799,14376,525486,2.162458126441225,79.04434272614729,9
Argentina,2020-09-24,678266,14766,536589,2.1770219943208122,79.11188235883857,9
Argentina,2020-09-25,691235,15208,546924,2.2001200749383347,79.12272960715242,9
Argentina,2020-09-26,702484,15543,556489,2.212577083606175,79.21732025213386,9
Argentina,2020-09-27,711325,15749,565935,2.2140371841282116,79.56067901451517,9
Argentina,2020-09-28,723132,16113,576715,2.228223892733277,79.75238269085035,9
Argentina,2020-09-29,736609,16519,585857,2.242573739935298,79.53432553770047,9
Argentina,2020-09-30,751001,16937,594645,2.255256650790079,79.18032066535197,9
Argentina,2020-10-01,765002,20288,603140,2.652019210407293,78.84162394346681,10
Argentina,2020-10-02,779689,20599,614515,2.6419508291126332,78.81539947337977,10
Argentina,2020-10-03,790818,20795,626114,2.629555725843367,79.17295762109613,10
Argentina,2020-10-04,798486,21018,636672,2.6322314981101735,79.73489829502333,10
Argentina,2020-10-05,809728,21468,649017,2.6512606702497625,80.15247095320898,10
Argentina,2020-10-06,824468,21827,660272,2.6474041442481697,80.08461213776641,10
Argentina,2020-10-07,840915,22226,670725,2.6430733189442455,79.76133140686038,10
Argentina,2020-10-08,856369,22710,684844,2.651894218496933,79.9706668503881,10
Argentina,2020-10-09,871468,23225,697141,2.665043352136854,79.9961673865248,10
Argentina,2020-10-10,883882,23581,709464,2.667890057722637,80.26682294695445,10
Argentina,2020-10-11,894206,23868,721380,2.6691836109352876,80.67268615956502,10
Argentina,2020-10-12,903730,24186,732582,2.6762417978821107,81.06204286678543,10
Argentina,2020-10-13,917035,24572,742235,2.6795051442965643,80.9385683207293,10
Argentina,2020-10-14,931967,24921,751146,2.674021719653164,80.59791816663036,10
Argentina,2020-10-15,949063,25342,764859,2.6702126202370127,80.59096182234478,10
Argentina,2020-10-16,965609,25723,778501,2.663914690107487,80.62279866902648,10
Argentina,2020-10-17,979119,26107,791174,2.6663766099932698,80.804682576888,10
Argentina,2020-10-18,989680,26267,803965,2.6540902109772855,81.23484358580552,10
Argentina,2020-10-19,1002662,26716,803965,2.6645070821473236,80.18305271367619,10
Argentina,2020-10-20,1018999,27100,829647,2.659472678579665,81.41784241201414,10
Argentina,2020-10-21,1037325,27519,840520,2.6528812088786062,81.02764321692815,10
Argentina,2020-10-22,1053650,27957,851854,2.6533478859203723,80.84790964741613,10
Argentina,2020-10-23,1069368,28338,866695,2.649976434679175,81.04740370012942,10
Argentina,2020-10-24,1081336,28613,881113,2.6460785546768073,81.48373863443,10
Argentina,2020-10-25,1090589,28896,894819,2.649577430177638,82.04914958797494,10
Argentina,2020-10-26,1102301,29301,909586,2.6581668709363413,82.51702574886532,10
Argentina,2020-10-27,1116609,29730,921344,2.6625255572899733,82.5126790129759,10
Argentina,2020-10-28,1130533,30071,931147,2.6598958190517217,82.363540029349,10
Argentina,2020-10-29,1143800,30442,946134,2.6614792795943347,82.71848225214198,10
Argentina,2020-10-30,1157179,30792,961101,2.660953923291038,83.05551690792868,10
Argentina,2020-10-31,1166924,31002,973939,2.6567282873606164,83.46207636487037,10
Argentina,2020-11-01,1173533,31140,985316,2.653525721049174,83.96150768661809,11
Argentina,2020-11-02,1183131,31623,998016,2.672823212307006,84.35380359402298,11
Argentina,2020-11-03,1195276,32052,1009278,2.6815563936697466,84.43890783383921,11
Argentina,2020-11-04,1205928,32520,1017647,2.6966784086612137,84.38704466601654,11
Argentina,2020-11-05,1217028,32766,1030137,2.6922963152860904,84.64365651406541,11
Argentina,2020-11-06,1228814,33136,1042237,2.6965838605354433,84.8164978589111,11
Argentina,2020-11-07,1236851,33348,1053313,2.6962018868885584,85.16086416229602,11
Argentina,2020-11-08,1242182,33560,1062911,2.7016974968241367,85.56805685479262,11
Argentina,2020-11-09,1250499,33907,1073577,2.7114775781508023,85.85188792633981,11
Argentina,2020-11-10,1262476,34183,1081897,2.7076158279444518,85.69644096204601,11
Argentina,2020-11-11,1273356,34531,1081897,2.7118103656793546,84.96422053219995,11
Argentina,2020-11-12,1284519,34782,1100180,2.7077840031949703,85.64918074392048,11
Argentina,2020-11-13,1296378,35045,1110477,2.7033010433685236,85.65996954591948,11
Argentina,2020-11-14,1304846,35307,1119366,2.705836550826688,85.78529573604855,11
Argentina,2020-11-15,1310491,35436,1129102,2.704024674721154,86.15869929667582,11
Argentina,2020-11-16,1318384,35727,1140196,2.709908494035122,86.48436267430431,11
Argentina,2020-11-17,1329005,36106,1148833,2.7167693123803143,86.44309088378147,11
Argentina,2020-11-18,1339337,36347,1156474,2.713805412678064,86.34675216170389,11
Argentina,2020-11-19,1349434,36532,1167514,2.707209096554555,86.51879232329999,11
Argentina,2020-11-20,1359042,36790,1177819,2.707053939466183,86.66538635303398,11
Argentina,2020-11-21,1366182,36902,1187053,2.7011042452616123,86.8883501612523,11
Argentina,2020-11-22,1370366,37002,1195492,2.700154557249669,87.23888362670994,11
Argentina,2020-11-23,1374631,37122,1203800,2.700506535935826,87.57259220838174,11
Argentina,2020-11-24,1381795,37432,1210634,2.708940182878068,87.61314087835026,11
Argentina,2020-11-25,1390388,37714,1217284,2.7124802573094704,87.54995008587531,11
Argentina,2020-11-26,1399431,37941,1226662,2.711173326873565,87.65433951370235,11
Argentina,2020-11-27,1407277,38216,1235257,2.7155989901064252,87.77639370216383,11
Argentina,2020-11-28,1413375,38322,1242877,2.7113823295303794,87.93681790041568,11
Argentina,2020-11-29,1418807,38473,1249843,2.711644360367548,88.09112162542192,11
Argentina,2020-11-30,1424533,38730,1257227,2.7187857353953895,88.25537913126618,11
Argentina,2020-12-01,1432570,38928,1263251,2.7173541258018807,88.18075207494223,12
Argentina,2020-12-02,1440103,39156,1268358,2.7189721846284605,88.07411692080358,12
Argentina,2020-12-03,1447732,39305,1274675,2.7149361898472923,88.04633730552341,12
Argentina,2020-12-04,1454631,39512,1281955,2.716290248179779,88.12922315006348,12
Argentina,2020-12-05,1459832,39632,1288785,2.7148329396807305,88.28310380920544,12
Argentina,2020-12-06,1463110,39770,1294692,2.718182501657428,88.48904046859087,12
Argentina,2020-12-07,1466309,39888,1300696,2.7202997458243794,88.70545021547301,12
Argentina,2020-12-08,1469919,40009,1305587,2.7218506597982612,88.8203363586701,12
Argentina,2020-12-09,1475222,40222,1311488,2.726504892145047,88.90106031498988,12
Argentina,2020-12-10,1482216,40431,1318187,2.7277400864651304,88.93352925619477,12
Argentina,2020-12-11,1489328,40606,1324792,2.726464553140745,88.95233286421795,12
Argentina,2020-12-12,1494602,40668,1330160,2.7209919430055627,88.99760605164452,12
Argentina,2020-12-13,1498160,40766,1335317,2.721071180648262,89.13046670582581,12
Argentina,2020-12-14,1503222,41041,1340120,2.7302021923574826,89.1498394781343,12
Argentina,2020-12-15,1510203,41204,1344300,2.7283749270793396,89.01452321310447,12
Argentina,2020-12-16,1517046,41365,1347914,2.726680667560509,88.8512279785847,12
Argentina,2020-12-17,1524372,41534,1352556,2.724663008766889,88.72873550550653,12
Argentina,2020-12-18,1531374,41672,1356755,2.7212163717027975,88.59723359545089,12
Argentina,2020-12-19,1537169,41763,1362617,2.716877584702788,88.64457974367164,12
Argentina,2020-12-20,1541285,41813,1368346,2.712866212283906,88.77955731743317,12
Argentina,2020-12-21,1547138,41997,1374401,2.714496056589651,88.83506190139471,12
Argentina,2020-12-22,1555279,42254,1379726,2.7168115817162066,88.71244323365775,12
Argentina,2020-12-23,1563865,42314,1384277,2.70573227228693,88.51640007289632,12
Argentina,2020-12-24,1563865,42314,1384277,2.70573227228693,88.51640007289632,12
Argentina,2020-12-25,1574554,42422,1384277,2.694223253060867,87.91549861103525,12
Argentina,2020-12-26,1578267,42501,1402227,2.692890366458907,88.845993738702,12
Argentina,2020-12-27,1583297,42650,1407926,2.693746024908782,88.92368266977074,12
Argentina,2020-12-28,1590513,42868,1414680,2.695231035521244,88.94488759287098,12
Argentina,2020-12-29,1602163,43018,1420885,2.684995222084145,88.68542089662537,12
Argentina,2020-12-30,1613928,43163,1426676,2.674406788902603,88.39774760708036,12
Argentina,2020-12-31,1625514,43245,1426676,2.6603892676408814,87.76768456008377,12
Argentina,2021-01-01,1629594,43319,1426676,2.658269483073698,87.54794138908218,1
Argentina,2021-01-02,1634834,43375,1447092,2.653174573075921,88.51614292337938,1
Argentina,2021-01-03,1640718,43482,1452960,2.6501812011570545,88.55635154852936,1
Argentina,2021-01-04,1648940,43634,1458083,2.646184821764285,88.42547333438452,1
Argentina,2021-01-05,1662730,43785,1466616,2.633319901607597,88.20530092077486,1
Argentina,2021-01-06,1676171,43976,1474048,2.6235986662458664,87.9413854553026,1
Argentina,2021-01-07,1690006,44122,1484794,2.6107599617989523,87.85732121661106,1
Argentina,2021-01-08,1703352,44273,1494896,2.599169167617733,87.76201278420433,1
Argentina,2021-01-09,1714409,44417,1504330,2.5908053445823023,87.74627291387294,1
Argentina,2021-01-10,1722217,44495,1511750,2.583588479268292,87.77929842755007,1
Argentina,2021-01-11,1730921,44654,1518715,2.579782670612928,87.74028392976918,1
Argentina,2021-01-12,1744704,44848,1527861,2.5705219911228494,87.57135880928799,1
Argentina,2021-01-13,1757429,44983,1536423,2.5595913120814555,87.42447063295302,1
Argentina,2021-01-14,1770715,45125,1549490,2.5484055875733813,87.50645925515964,1
Argentina,2021-01-15,1783047,45227,1561963,2.5365007203960412,87.60077552638825,1
Argentina,2021-01-16,1791979,45295,1573104,2.5276523887835736,87.7858501690031,1
Argentina,2021-01-17,1799243,45407,1583465,2.523672455582709,88.00728973240413,1
Argentina,2021-01-18,1807428,45832,1594768,2.535757994232689,88.2341094638348,1
Argentina,2021-01-19,1819569,46066,1604373,2.5316984406746874,88.17324322408219,1
Argentina,2021-01-20,1831681,46216,1613773,2.523146770644015,88.10338699806353,1
Argentina,2021-01-21,1843077,46355,1625755,2.51508754110653,88.20874005806594,1
Argentina,2021-01-22,1853830,46575,1636826,2.512366290328671,88.29428804151405,1
